NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3744340;2023-10-02;2023-10-02;18:15:29;18:17:00;7,128;4700,000;1,517;49,0;53,7;A;27;A27;aflopend;Lexmond;Noordeloos;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744341;2023-10-02;2023-10-02;18:17:29;18:24:00;15,248;2340,000;6,517;57,2;59,3;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744342;2023-10-02;2023-10-02;18:17:29;18:41:01;67,810;2881,000;23,533;124,3;126,4;A;15;A15;aflopend;Tiel-West;Wadenoijen;Nijmegen;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 24];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744343;2023-10-02;2023-10-02;18:17:29;18:19:00;3,488;2300,000;1,517;53,1;55,4;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744387;2023-10-02;2023-10-02;19:38:27;19:42:00;8,962;2524,000;3,550;63,3;61,0;A;58;A58;oplopend;Ulvenhout;Galder;Tilburg;Breda;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744388;2023-10-02;2023-10-02;19:47:27;19:50:00;6,420;2518,000;2,550;63,3;60,9;A;58;A58;oplopend;Ulvenhout;Galder;Tilburg;Breda;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744402;2023-10-02;2023-10-02;20:53:25;20:55:00;3,325;2100,000;1,583;81,8;79,7;A;1;A1;oplopend;Hoenderloo;Apeldoorn-Zuid;Amersfoort;Apeldoorn;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 2];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3744404;2023-10-02;2023-10-02;21:00:25;21:02:00;3,167;2000,000;1,583;82,3;80,3;A;1;A1;oplopend;Hoenderloo;Apeldoorn-Zuid;Amersfoort;Apeldoorn;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 2];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742097;2023-10-01;2023-10-01;12:25:27;12:29:00;8,165;2300,000;3,550;97,0;94,7;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 4];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742100;2023-10-01;2023-10-01;12:29:27;12:46:00;42,298;2556,000;16,550;97,0;94,5;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 17];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742101;2023-10-01;2023-10-01;12:30:27;12:51:43;23,393;1100,000;21,267;36,0;37,1;A;27;A27;aflopend;Gorinchem;Industriegebied Avelingen;Gorinchem;Breda;Wegwerkzaamheden;[Geen oorzaakcode opgegeven door VWM 3], [Wegwerkzaamheden 18];[000], [RWK];RWK;Wegwerkzaamheden;Werkzaamheden;Werkzaamheden;Aanleg en gepland onderhoud
3742467;2023-10-02;2023-10-02;7:15:26;7:22:00;13,043;1986,000;6,567;134,5;132,3;A;50;A50;oplopend;Paalgraven;Ravenstein;Oss;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742468;2023-10-02;2023-10-02;7:15:26;7:17:00;5,953;3800,000;1,567;40,9;37,1;A;35;A35;oplopend;Wierden-West;A35: Wierden;Almelo;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742469;2023-10-02;2023-10-02;7:16:26;7:18:00;4,700;3000,000;1,567;93,8;96,8;A;15;A15;aflopend;Gorinchem;Hardinxveld-Giessendam;Gorinchem;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742470;2023-10-02;2023-10-02;7:16:26;7:29:00;36,907;2937,000;12,567;32,0;35,0;A;20;A20;aflopend;Rotterdam-Crooswijk;Rotterdam-Schiebroek;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742471;2023-10-02;2023-10-02;7:16:26;7:23:00;15,853;2414,000;6,567;184,4;186,7;A;2;A2;aflopend;Budel;Maarheeze;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742520;2023-10-02;2023-10-02;7:27:27;7:41:00;29,502;2177,000;13,550;79,3;81,4;A;2;A2;aflopend;Culemborg;Everdingen;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742521;2023-10-02;2023-10-02;7:27:27;7:31:05;8,833;2431,000;3,633;73,5;71,0;A;4;A4;oplopend;Vlaardingen-Oost;Beneluxtunnel;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742523;2023-10-02;2023-10-02;7:28:27;7:42:01;55,420;4085,000;13,567;62,4;66,4;A;12;A12;aflopend;Houten-Oost;Lunetten;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742524;2023-10-02;2023-10-02;7:28:27;7:30:06;3,795;2300,000;1,650;46,1;48,4;A;16;A16;aflopend;Klaverpolder;Moerdijkbrug;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742525;2023-10-02;2023-10-02;7:28:27;9:07:00;369,340;3748,000;98,550;31,4;29,1;A;20;A20;oplopend;Rotterdam-Schiebroek;Rotterdam-Crooswijk;Hoek van Holland;Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 99];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742583;2023-10-02;2023-10-02;7:36:27;8:01:01;70,123;2854,000;24,567;39,6;42,5;N;35;N35;aflopend;Wierden-West;Rijssen;Almelo;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 25];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742584;2023-10-02;2023-10-02;7:37:27;7:45:08;16,805;2187,000;7,683;136,0;138,4;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742585;2023-10-02;2023-10-02;7:37:27;7:43:00;12,592;2269,000;5,550;53,6;51,4;A;12;A12;oplopend;Harmelen;De Meern;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 6];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742587;2023-10-02;2023-10-02;7:37:27;7:55:07;48,870;2766,000;17,667;103,0;105,6;A;27;A27;aflopend;Almere-Haven;Huizen;Almere;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742650;2023-10-02;2023-10-02;7:46:28;7:52:00;11,638;2103,000;5,533;131,9;134,1;A;15;A15;aflopend;Echteld;Tiel;Nijmegen;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742651;2023-10-02;2023-10-02;7:46:28;7:53:01;17,373;2652,000;6,550;139,6;136,7;A;50;A50;oplopend;Ravenstein;Maasbrug;Oss;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742652;2023-10-02;2023-10-02;7:46:28;8:33:02;139,840;3003,000;46,567;102,9;100,5;A;59;A59;oplopend;Hooipolder;Waspik;Knooppunt Zonzeel;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 47];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742656;2023-10-02;2023-10-02;7:47:28;7:53:01;14,100;2541,000;5,550;12,0;14,1;A;12;A12;aflopend;Zoetermeer-Centrum;Nootdorp;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742657;2023-10-02;2023-10-02;7:47:28;7:55:07;18,727;2448,000;7,650;52,3;54,5;A;15;A15;aflopend;Rotterdam-Heijplaat;Benelux;Ridderkerk;Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742734;2023-10-02;2023-10-02;7:58:28;8:09:01;23,850;2261,000;10,550;3,2;5,3;A;1;A1;aflopend;Diemen-Noord;Watergraafsmeer;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742735;2023-10-02;2023-10-02;7:57:28;8:43:01;180,845;3970,000;45,550;79,5;83,1;A;27;A27;aflopend;De Bilt;Rijnsweerd;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 46];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742736;2023-10-02;2023-10-02;7:58:28;8:03:01;14,105;3100,000;4,550;107,2;110,3;A;27;A27;aflopend;Almere-Haven;Huizen;Almere;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742737;2023-10-02;2023-10-02;7:58:28;8:03:01;9,892;2174,000;4,550;10,6;12,6;A;27;A27;aflopend;Oosterhout-Zuid;Breda-Noord;Gorinchem;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742738;2023-10-02;2023-10-02;7:57:28;8:13:02;41,223;2648,000;15,567;58,9;56,3;A;27;A27;oplopend;Hagestein;Lekbrug;Gorinchem;Utrecht;Defect(e) voertuig(en);[Geen oorzaakcode opgegeven door VWM 6], [Defect(e) voertuig(en) 5], [Geen oorzaakcode opgegeven door VWM 5];[000], [BKD], [000];BKD;Defect(e) voertuig(en);Defect voertuig;Incident (gestrand voertuig);Incident
3742815;2023-10-02;2023-10-02;8:08:29;8:11:01;5,320;2100,000;2,533;127,6;129,7;A;7;A7;aflopend;Joure-West;Prinses Margriettunnel;Heerenveen;Knooppunt Zurich;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 3];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742816;2023-10-02;2023-10-02;8:07:29;8:11:01;7,420;2100,000;3,533;0,0;2,1;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk;A4: Zoeterwoude-Rijndijk;Bodegraven;Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742817;2023-10-02;2023-10-02;8:08:29;8:11:01;5,067;2000,000;2,533;41,1;39,1;A;35;A35;oplopend;Wierden-West;A35: Wierden;Almelo;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742822;2023-10-02;2023-10-02;8:10:29;8:13:02;5,865;2300,000;2,550;85,2;87,5;A;1;A1;aflopend;Beekbergen;Apeldoorn-Zuid;Apeldoorn;Amersfoort;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 3];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742905;2023-10-02;2023-10-02;8:21:29;8:24:01;9,880;3900,000;2,533;40,9;37,0;A;35;A35;oplopend;Wierden-West;A35: Wierden;Almelo;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742906;2023-10-02;2023-10-02;8:21:29;8:23:01;3,067;2000,000;1,533;9,1;11,1;N;65;N65;aflopend;Helvoirt/Haren;Cromvoirt/Vught-Zuid;Oisterwijk;Vught;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742907;2023-10-02;2023-10-02;8:22:28;8:36:07;22,762;1668,000;13,650;48,7;50,2;A;16;A16;aflopend;Zevenbergschen Hoek;Klaverpolder;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742908;2023-10-02;2023-10-02;8:22:28;8:33:01;35,152;3332,000;10,550;53,7;51,6;A;1;A1;oplopend;Hoevelaken;Barneveld;Amersfoort;Apeldoorn;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 11];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743289;2023-10-02;2023-10-02;12:01:28;12:08:00;15,857;2427,000;6,533;97,0;94,9;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 7];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743291;2023-10-02;2023-10-02;12:03:28;12:12:00;26,863;3148,000;8,533;52,7;58,0;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743292;2023-10-02;2023-10-02;12:03:28;12:07:00;7,420;2100,000;3,533;96,1;98,2;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 4];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743371;2023-10-02;2023-10-02;14:10:28;14:20:00;32,357;3394,000;9,533;135,9;138,1;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743372;2023-10-02;2023-10-02;14:11:28;14:15:01;8,675;2444,000;3,550;146,8;149,3;A;12;A12;aflopend;Oud-Dijk;Zevenaar;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743373;2023-10-02;2023-10-02;14:11:28;14:14:00;5,573;2200,000;2,533;96,1;98,3;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743448;2023-10-02;2023-10-02;15:27:29;16:15:11;222,848;4672,000;47,700;10,1;4,8;A;28;A28;oplopend;Den Dolder;Soesterberg;Utrecht;Amersfoort;Defecte vrachtwagen(s);[Geen oorzaakcode opgegeven door VWM 18], [Voorwerpen op de weg 1], [Defect(e) voertuig(en) 3], [Defecte vrachtwagen(s) 24];[000], [OBR], [BKD], [HBD];HBD;Defecte vrachtwagen(s);Defecte vrachtwagen;Incident (gestrand voertuig);Incident
3743450;2023-10-02;2023-10-02;15:27:29;16:06:04;137,592;3566,000;38,583;74,4;71,6;A;4;A4;oplopend;Vlaardingen-Oost;Pernis;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 39];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743451;2023-10-02;2023-10-02;15:27:29;15:29:00;3,033;2000,000;1,517;69,7;67,7;A;6;A6;oplopend;Almere-Oostvaarders;Lelystad-Airport;Muiden;Lelystad;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743452;2023-10-02;2023-10-02;15:28:28;15:32:00;2,827;800,000;3,533;26,3;26,3;A;12;A12;aflopend;Gouwe verbindingsweg A12 vanuit Utrecht;A20 richting Hoek van Holland;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743527;2023-10-02;2023-10-02;15:56:29;16:18:00;59,943;2786,000;21,517;84,8;82,5;A;15;A15;oplopend;Sliedrecht-West;Sliedrecht-Oost;Ridderkerk;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 22];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743528;2023-10-02;2023-10-02;15:56:29;15:58:00;3,185;2100,000;1,517;102,9;100,8;A;59;A59;oplopend;Raamsdonksveer;Hooipolder;Knooppunt Zonzeel;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743529;2023-10-02;2023-10-02;15:57:29;16:12:00;32,918;2268,000;14,517;49,5;52,0;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743530;2023-10-02;2023-10-02;15:57:29;16:04:00;16,022;2459,000;6,517;32,8;34,8;A;20;A20;aflopend;Terbregseplein;Rotterdam-Crooswijk;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743591;2023-10-02;2023-10-02;16:12:29;16:14:00;3,185;2100,000;1,517;40,1;38,0;A;15;A15;oplopend;Rozenburg/Industriegebied Pothof;Rozenburg-Centrum;Europoort;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743593;2023-10-02;2023-10-02;16:12:29;16:18:00;13,483;2444,000;5,517;18,4;15,8;A;4;A4;oplopend;Burgerveen;Nieuw-Vennep;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743594;2023-10-02;2023-10-02;16:12:29;16:19:00;19,422;2980,000;6,517;141,2;144,0;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743595;2023-10-02;2023-10-02;16:12:29;16:18:01;15,918;2877,000;5,533;44,7;41,5;A;58;A58;oplopend;Tilburg-Centrum West;Tilburg-Reeshof;Tilburg;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743663;2023-10-02;2023-10-02;16:21:29;16:23:00;3,033;2000,000;1,517;249,2;251,2;N;50;N50;aflopend;Kampen;Kampen-Zuid;Emmeloord;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743664;2023-10-02;2023-10-02;16:22:30;16:24:00;3,750;2500,000;1,500;138,1;135,6;A;12;A12;oplopend;Westervoort;Duiven;Arnhem;Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743665;2023-10-02;2023-10-02;16:22:30;16:24:00;3,450;2300,000;1,500;52,2;49,9;A;15;A15;oplopend;Benelux;Rotterdam-Heijplaat;Europoort;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743666;2023-10-02;2023-10-02;16:22:30;16:26:05;9,033;2521,000;3,583;32,4;34,9;A;20;A20;aflopend;Terbregseplein;Rotterdam-Crooswijk;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743669;2023-10-02;2023-10-02;16:22:30;16:28:00;16,335;2970,000;5,500;140,8;143,5;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743744;2023-10-02;2023-10-02;16:34:30;16:41:01;14,195;2178,000;6,517;51,5;53,5;A;15;A15;aflopend;Rotterdam-Heijplaat;Benelux;Ridderkerk;Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743746;2023-10-02;2023-10-02;16:34:30;16:38:00;8,000;2286,000;3,500;136,6;134,3;A;50;A50;oplopend;Paalgraven;Ravenstein;Oss;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743747;2023-10-02;2023-10-02;16:34:30;17:05:09;134,767;4397,000;30,650;115,9;113,6;A;50;A50;oplopend;Veghel;Veghel-Noord;Eindhoven;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 31];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743748;2023-10-02;2023-10-02;16:34:30;16:38:00;7,953;2272,000;3,500;102,8;100,7;A;59;A59;oplopend;Raamsdonksveer;Hooipolder;Knooppunt Zonzeel;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743749;2023-10-02;2023-10-02;16:34:30;16:36:00;4,350;2900,000;1,500;15,5;12,6;N;35;N35;oplopend;Heino-Zuid;Deventer;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744225;2023-10-02;2023-10-02;17:41:30;17:45:08;8,720;2400,000;3,633;30,0;27,6;A;4;A4;oplopend;Roelofarendsveen;Hoogmade;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
